"","gps.lon","gps.lat","price","Rooms","Meters","Mezone","KK","panel","balcony_or_terrase","metro","novostavba"
"416",14.426012,50.089622,9990000,4,50,0,0,0,0,1,0
"417",14.51748,50.110603,6338297,2,54,0,1,0,1,1,0
"418",14.51748,50.110603,5872297,2,50,0,1,0,1,1,0
"419",14.51748,50.110603,7904117,3,70,0,1,0,1,1,0
"420",14.51748,50.110603,11211430,4,100,0,1,0,1,1,0
"421",14.51748,50.110603,6369036,2,54,0,1,0,1,1,0
"422",14.51748,50.110603,11814492,4,97,0,1,0,1,1,0
"423",14.415058,50.083675,9990000,3,50,0,1,0,0,1,0
"424",14.51748,50.110603,16442891,5,127,0,1,0,1,1,0
"425",14.418126,50.086056,9990000,3,46,0,1,0,0,1,0
"426",14.443348,50.086349,8490000,4,88,1,1,0,0,1,0
"427",14.405195,50.083076,10500000,2,50,0,1,0,1,1,0
"428",14.562757,50.036907,4440000,4,66,0,0,1,0,1,0
"429",14.416144,50.073582,7930000,3,74,0,0,0,0,1,0
"430",14.451914,50.124889,4330000,3,61,0,0,0,1,1,0
"431",14.451426,50.095104,4830000,1,36,0,1,0,1,1,1
"432",14.43782,50.072639,7800000,2,50,0,1,0,0,1,0
"433",14.500408,50.056423,5300000,4,73,0,0,1,0,1,0
"434",14.515759,50.038265,4290000,4,67,0,0,1,0,1,0
"435",14.468339,50.115269,6700000,2,59,0,1,0,1,1,1
"436",14.396263,50.072823,25547800,5,168,0,1,0,1,1,0
"437",14.448972,50.094597,9750000,3,75,0,1,0,1,1,1
"438",14.396263,50.072823,15912600,4,119,0,1,0,1,1,0
"439",14.4084,50.02029,6540000,2,68,0,1,0,0,1,1
"440",14.468339,50.115269,7650000,3,72,0,1,0,1,1,1
"441",14.416895,50.116634,23000000,4,143,0,1,0,1,1,0
"442",14.396263,50.072823,11196900,3,82,0,1,0,1,1,0
"443",14.416895,50.116634,16000000,3,92,0,1,0,1,1,0
"444",14.457579,50.081051,9100000,3,67,0,1,0,1,1,0
"445",14.396263,50.072823,7692100,2,57,0,1,0,1,1,0
"446",14.457579,50.081051,6790000,2,49,0,1,0,1,1,0
"447",14.430556,50.076351,11995000,3,102,0,1,0,1,1,0
"448",14.430556,50.076351,7989000,2,65,0,1,0,0,1,0
"449",14.447382,50.077759,10474300,2,52,0,1,0,1,1,0
"450",14.571417,50.103096,4690000,3,67,0,1,1,0,1,0
"451",14.471737,50.111969,6190000,2,51,0,1,0,0,1,1
"452",14.558917,50.109879,4650000,3,58,0,1,0,0,1,0
"453",14.336211,50.040302,8490000,3,88,0,1,0,1,1,0
"454",14.399831,50.013584,4364000,1,41,0,1,0,1,1,1
"455",14.441404,50.077847,16850000,3,90,0,1,0,1,1,0
"456",14.434141,50.083549,3049000,2,40,0,1,0,1,1,1
"457",14.565638,50.105717,3469000,1,37,0,1,0,0,1,1
"458",14.585402,50.104355,5269000,2,60,0,1,0,1,1,1
"459",14.585402,50.104355,10369000,4,130,0,1,0,1,1,1
"460",14.432418,50.078003,2980000,1,30,0,1,0,0,1,0
"461",14.432418,50.078003,6092000,2,35,0,1,0,1,1,0
"462",14.432418,50.078003,4432000,1,27,0,1,0,0,1,0
"463",14.358415,50.083179,5750000,3,65,0,1,0,0,1,0
"464",14.515314,50.108521,9840000,3,93,0,1,0,1,1,0
"465",14.502399,50.106647,7650000,3,70,0,1,0,1,1,0
"466",14.488518,50.119068,10800000,4,100,0,1,0,1,1,0
"467",14.426818,50.099209,9990000,4,93,0,0,0,0,1,0
"468",14.301152,50.077427,9490000,4,164,0,1,0,1,1,1
"469",14.300769,50.077812,10890000,4,158,0,1,0,1,1,1
"470",14.300769,50.077812,9990000,3,152,0,1,0,1,1,1
"471",14.575871,50.083393,5861886,2,70,0,1,0,1,1,1
"472",14.575871,50.083393,7349540,3,90,0,1,0,1,1,1
"473",14.575871,50.083393,3790157,1,46,0,1,0,0,1,1
"474",14.575496,50.085709,3230787,1,35,0,1,0,0,1,1
"475",14.509709,50.135708,3200000,1,41,0,1,1,0,1,0
"476",14.415119,50.082054,12500000,4,83,1,1,0,1,1,0
"477",14.351355,50.076771,6490000,2,66,0,1,0,0,1,1
"478",14.46364,50.072811,3490000,2,51,0,1,0,0,1,0
"479",14.46364,50.072811,8790000,4,100,0,1,0,1,1,0
"480",14.41075,50.03558,2490000,1,26,0,1,0,0,1,0
"481",14.41075,50.03558,4390000,2,57,0,1,0,0,1,0
"482",14.46364,50.072811,6990000,3,83,0,1,0,0,1,0
"483",14.41075,50.03558,4190000,2,52,0,1,0,0,1,0
"484",14.367364,50.094215,18903166,4,127,0,1,0,1,1,1
"485",14.367109,50.061111,9947000,3,92,0,1,0,1,1,0
"486",14.367109,50.061111,14962000,4,124,0,1,0,1,1,0
"487",14.40258,50.069431,6990000,2,58,0,1,0,1,1,1
"488",14.399831,50.013584,5234000,2,56,0,1,0,1,1,0
"489",14.367109,50.061111,12787000,4,109,0,1,0,1,1,0
"490",14.423597,50.070545,12995000,3,119,0,1,0,1,1,0
"491",14.424132,50.087837,15990000,4,116,0,1,0,0,1,0
"492",14.544399,50.050804,4570000,3,56,0,0,1,1,1,0
"493",14.40258,50.069431,11952000,3,100,0,1,0,1,1,1
"494",14.457991,50.043224,4760000,3,58,0,0,0,0,1,0
"495",14.512364,50.054504,4500000,3,52,0,0,1,0,1,0
"496",14.512129,50.139435,3950000,3,52,0,0,0,0,1,0
"497",14.40258,50.069431,6958000,2,57,0,1,0,1,1,1
"498",14.40258,50.069431,12430000,3,104,0,1,0,1,1,1
"499",14.523278,50.142002,3360000,1,34,0,1,0,1,1,1
"500",14.40258,50.069431,5526000,2,45,0,1,0,1,1,1
"501",14.40258,50.069431,7937000,2,66,0,1,0,1,1,1
"502",14.417603,50.037865,5450000,4,65,0,0,1,0,1,0
"503",14.392209,50.078579,17700000,4,105,0,0,0,1,1,0
"504",14.431111,50.076508,7789000,2,67,0,1,0,0,1,0
"505",14.285068,50.05685,4950000,2,55,0,1,0,1,1,0
"506",14.407231,50.071709,12750000,5,112,0,0,0,1,1,0
"507",14.416118,50.069916,10390000,4,88,0,0,0,0,1,0
"508",14.472083,50.069778,5899000,4,74,0,0,0,0,1,0
"509",14.288991,50.05938,7280000,5,85,0,0,0,0,1,0
"510",14.469325,50.070557,4400000,1,44,0,1,0,0,1,0
"511",14.478336,50.087875,9044000,4,95,0,1,0,0,1,0
"512",14.478336,50.087875,8888000,4,104,0,1,0,0,1,0
"513",14.478336,50.087875,9086000,4,94,0,1,0,0,1,0
"514",14.478336,50.087875,6866000,3,70,0,1,0,0,1,0
"515",14.478336,50.087875,9162000,4,95,0,1,0,0,1,0
"516",14.394037,49.976967,6990000,4,112,0,0,0,1,0,0
"517",14.468884,50.099281,5990000,3,71,0,0,0,1,1,0
"518",14.417028,50.079483,12900000,3,88,0,0,0,0,1,0
"519",14.393344,50.072872,4495000,2,37,0,1,0,0,1,0
"520",14.290099,50.060474,5390000,3,60,0,0,0,0,1,0
"521",14.368523,50.086166,5999999,3,51,0,0,0,0,1,0
"522",14.430422,50.092091,13300000,4,139,1,1,0,0,1,1
"523",14.430422,50.092091,13300000,4,139,1,1,0,0,1,1
"524",14.416043,49.997734,7770000,2,125,0,1,0,1,0,1
"525",14.5545,50.083439,5490000,5,92,0,0,1,0,1,0
"526",14.34551,50.047508,5780000,3,78,0,1,1,0,1,0
"527",14.404989,50.082546,7395473,2,43,0,0,0,0,1,0
"528",14.437592,50.069187,4863000,2,37,0,1,1,0,1,0
"529",14.437592,50.069187,5711000,2,47,0,1,1,0,1,0
"530",14.459513,50.086533,4700000,3,59,0,0,1,0,1,0
"531",14.460215,50.066055,3390000,1,49,0,1,0,0,1,0
"532",14.430752,50.056309,6650000,1,38,0,1,0,0,1,1
"533",14.431915,50.059917,6490000,2,77,0,1,0,1,1,0
"534",14.428234,50.09161,17500000,4,123,0,0,0,0,1,0
"535",14.530467,50.10236,7500000,3,78,0,1,0,0,1,1
"536",14.455656,50.09259,13450000,4,132,0,1,0,1,1,1
"537",14.424132,50.087837,1586550,2,60,0,1,0,1,1,1
"538",14.434832,50.072868,20990000,5,164,0,1,0,1,1,0
"539",14.32178,50.091438,7699000,4,77,0,0,0,1,1,0
"540",14.511692,50.025532,5990000,5,97,0,0,1,0,1,0
"541",14.356478,50.091129,5690000,3,53,0,1,1,0,1,0
"542",14.572426,50.106266,5450000,4,80,0,0,1,0,1,0
"543",14.440955,50.024124,4500000,4,68,0,0,1,0,1,0
"544",14.462132,50.089176,4980000,2,50,0,1,0,0,1,0
"545",14.474503,50.111855,2950000,3,46,0,0,0,0,1,0
"546",14.337977,50.044319,11750000,4,112,0,1,0,1,1,1
"547",14.408464,50.009476,6490000,4,95,0,1,0,0,1,0
"548",14.481294,50.098015,4199000,1,35,0,1,0,1,1,1
"549",14.496125,50.1236,3670000,2,41,0,0,1,0,1,0
"550",14.456716,50.067825,3090000,1,18,0,1,0,0,1,0
"551",14.46825,50.114979,7690000,3,80,0,1,0,1,1,1
"552",14.468644,50.114826,6695000,2,93,0,1,0,1,1,1
"553",14.394502,50.073078,2599000,1,15,0,1,0,0,1,0
"554",14.45559,50.069771,3450000,2,36,0,0,0,0,1,0
"555",14.512364,50.054504,2799000,1,25,0,1,1,0,1,0
"556",14.377188,50.056911,11990000,4,107,0,1,0,0,1,1
"557",14.534442,50.033077,5490000,5,78,0,0,1,0,1,0
"558",14.452099,50.079243,8400000,4,88,0,0,0,0,1,0
"559",14.392905,50.098995,2700000,3,59,0,0,0,0,1,0
"560",14.469955,50.088615,6900000,2,63,0,1,0,1,1,0
"561",14.352386,50.003418,4688000,3,77,0,1,0,1,0,1
"562",14.430422,50.092091,7500000,2,55,0,1,0,0,1,0
"563",14.404497,50.081902,20800000,3,109,0,1,0,0,1,0
"564",14.460231,50.086784,7120000,3,86,0,1,1,0,1,0
"565",14.550865,50.041958,3799000,1,44,0,1,1,0,1,0
"566",14.40246,50.100971,11500000,4,110,0,0,0,1,1,0
"567",14.3922,50.107132,3990000,2,39,0,1,0,0,1,0
"568",14.309916,50.054657,6100000,2,64,0,1,0,1,1,0
"569",14.542802,50.048813,4750000,2,68,0,1,1,1,1,1
"570",14.447174,50.139782,10990000,4,179,0,1,0,1,1,1
"571",14.342819,50.037834,4990000,4,81,0,0,1,0,1,0
"572",14.413759,50.021217,4440000,2,48,0,1,0,0,1,0
"573",14.515014,50.112713,5490000,2,104,0,1,0,0,1,1
"574",14.329534,50.05854,3890000,1,39,0,1,0,1,1,1
"575",14.283536,50.057873,7600000,2,98,0,1,0,1,1,0
"576",14.380824,50.037315,10300000,4,158,0,1,0,0,1,0
"577",14.336362,50.046448,6690000,3,88,0,1,1,0,1,0
"578",14.459921,50.077751,9540000,3,100,0,1,0,1,1,0
"579",14.377406,50.082993,5799999,4,86,0,1,0,0,1,0
"580",14.451303,50.061626,4790000,4,64,0,0,0,0,1,0
"581",14.452049,50.083515,7993000,2,73,0,1,0,0,1,0
"582",14.434141,50.083549,5100000,3,61,0,1,1,0,1,0
"583",14.408122,50.127579,8900000,3,49,0,1,0,0,1,0
"584",14.486908,50.079918,3500000,1,35,0,1,0,1,1,0
"585",14.451802,50.055191,13950000,3,128,0,1,0,1,1,1
"586",14.451802,50.055191,13950000,4,128,0,1,0,1,1,1
"587",14.58254,50.017113,5155000,2,62,0,1,0,1,1,1
"588",14.42824,50.078709,9499000,2,44,0,1,0,1,1,1
"589",14.575496,50.085709,12073748,5,149,1,1,0,1,1,1
"590",14.575496,50.085709,11269934,4,146,1,1,0,1,1,1
"591",14.475013,50.090637,5500000,3,48,0,0,0,1,1,0
"592",14.575871,50.083393,7558911,2,104,0,1,0,1,1,1
"593",14.575496,50.085709,6334305,2,62,0,1,0,1,1,1
"594",14.426465,50.02293,9490000,3,125,0,1,0,1,1,1
"595",14.48315,50.050049,4800000,4,70,0,0,0,1,1,0
"596",14.398103,50.040554,11700000,5,178,1,1,0,1,1,0
"597",14.533211,50.106022,5174532,2,46,0,1,0,1,1,1
"598",14.4308,50.073002,6290934,2,47,0,1,0,0,1,0
"599",14.4915,50.043499,5027106,2,54,0,1,0,1,1,0
"600",14.4915,50.043499,3584448,1,37,0,1,0,1,1,0
"601",14.401229,50.019123,8399000,2,113,0,1,0,1,1,1
"602",14.36274,50.083462,5750000,3,65,0,1,0,0,1,0
"603",14.408504,49.998192,7500000,2,68,0,1,0,0,0,1
"604",14.477868,50.077209,7350000,2,70,0,1,0,0,1,0
"605",14.442639,50.059635,9990000,5,87,0,0,0,0,1,0
"606",14.441318,50.078423,13490000,5,133,1,0,0,1,1,0
"607",14.46047,50.078304,5440000,2,58,0,1,0,0,1,0
"608",14.417792,50.080616,11800000,3,70,0,0,0,1,1,0
"609",14.399831,50.013584,7924000,3,90,0,1,0,1,1,1
"610",14.344401,50.051041,7885000,3,83,0,1,0,1,1,0
"611",14.344401,50.051041,23794000,4,188,0,1,0,1,1,0
"612",14.441874,50.05431,5680000,3,64,0,0,0,0,1,0
"613",14.470667,50.098118,40000000,5,226,0,0,0,1,1,0
"614",14.426455,50.075424,9600000,3,92,0,1,0,0,1,0
"615",14.45658,50.075832,14950000,4,118,0,0,0,1,1,0
"616",14.454058,50.084328,9000000,3,105,0,1,0,0,1,0
"617",14.410142,50.102512,16950000,5,126,0,0,0,0,1,0
"618",14.350039,50.094543,16580000,3,105,0,1,0,1,1,0
"619",14.372437,50.07526,8250000,3,67,0,1,0,1,1,1
"620",14.404883,50.087482,11900000,2,53,0,1,0,1,1,0
"621",14.455655,50.09259,16600000,4,119,0,1,0,1,1,1
"622",14.515087,50.038734,5350000,3,67,0,1,1,0,1,0
"623",14.494473,50.042973,3590000,1,33,0,1,0,0,1,1
"624",14.494473,50.042973,3420000,1,33,0,1,0,0,1,1
"625",14.442286,50.092171,8035695,2,70,0,1,0,0,1,0
"626",14.452033,50.055168,13950000,4,136,0,1,0,0,1,1
"627",14.483659,50.084824,6790000,3,64,0,1,0,1,1,0
"628",14.431342,50.08604,25000000,4,139,0,1,0,1,1,0
"629",14.487994,50.104813,17490000,5,150,0,1,0,1,1,1
"630",14.374342,50.082127,31500000,5,206,0,1,0,1,1,1
"631",14.474772,50.103058,7990000,3,89,0,1,0,1,1,1
"632",14.453297,50.105011,5850000,3,60,0,0,0,1,1,0
"633",14.496252,50.111523,5564000,4,94,0,0,0,0,1,0
"634",14.594665,50.02998,6799000,4,74,0,0,0,0,0,1
"635",14.417395,50.088161,8800000,2,56,0,1,0,0,1,0
"636",14.486314,50.114616,7455000,3,67,0,1,0,0,1,1
"637",14.486237,50.114639,10511000,2,88,1,1,0,0,1,1
"638",14.486433,50.114532,7017500,2,70,0,1,0,1,1,1
"639",14.462522,50.00071,5900000,5,91,0,0,1,0,1,0
"640",14.363783,50.083496,5400000,3,54,0,1,0,1,1,0
"641",14.482041,50.099037,4350000,1,48,0,1,0,0,1,1
"642",14.457709,50.080971,7150000,3,65,0,0,0,0,1,0
"643",14.367929,50.067318,4350000,2,44,0,1,0,0,1,0
"644",14.361964,50.063038,6900000,4,76,0,0,0,1,1,0
"645",14.487007,50.077671,5398000,2,55,0,1,0,0,1,0
"646",14.494473,50.042973,5390000,2,100,0,1,0,1,1,1
"647",14.512505,50.030842,5900000,4,67,0,0,1,1,1,0
"648",14.33512,50.03484,4510000,1,41,0,1,0,0,1,0
"649",14.494473,50.042973,3900000,1,77,0,1,0,1,1,1
"650",14.487708,50.07209,8550000,3,72,0,1,0,1,1,0
"651",14.488784,50.107121,4250000,2,52,0,1,0,1,1,0
"652",14.446304,50.109779,5196645,2,50,0,1,0,0,1,1
"653",14.446304,50.109779,11089430,4,118,0,1,0,0,1,1
"654",14.446304,50.109779,10316366,3,79,0,1,0,0,1,1
"655",14.362278,50.029015,12251111,4,118,0,1,0,1,1,1
"656",14.407231,50.071709,17800000,4,113,0,1,0,1,1,0
"657",14.417238,50.027107,13100000,5,182,1,1,0,0,1,0
"658",14.451131,50.092495,15950000,4,108,0,1,0,1,1,0
"659",14.424214,50.077866,19800000,3,165,0,1,0,0,1,0
"660",14.41938,50.07943,13870500,3,132,0,1,0,0,1,0
"661",14.418412,50.043667,17490000,4,113,0,1,0,1,1,1
"662",14.450624,50.110508,4808600,1,46,0,1,0,0,1,1
"663",14.450624,50.110508,5675000,2,57,0,1,0,1,1,1
"664",14.450624,50.110508,5265000,1,49,0,1,0,0,1,1
"665",14.421658,50.0896,10200000,2,65,0,1,0,0,1,0
"666",14.450624,50.110508,5070000,2,47,0,1,0,0,1,1
"667",14.425519,50.090694,11600000,3,77,0,0,0,1,1,0
"668",14.440616,50.054951,5750000,2,49,0,1,0,0,1,0
"669",14.473531,50.070648,7000000,3,76,0,1,0,0,1,0
"670",14.428211,50.138451,5800000,2,66,0,1,0,0,1,1
"671",14.404426,50.084354,9850000,2,43,0,1,0,0,1,0
"672",14.415458,50.069984,7200000,3,70,0,0,0,0,1,0
"673",14.451056,50.064289,4475000,1,28,0,1,0,1,1,1
"674",14.460215,50.066055,3270000,1,33,0,1,0,0,1,0
"675",14.347574,50.096905,2999000,1,23,0,1,1,0,1,0
"676",14.323508,50.03828,7100000,2,63,0,1,0,1,1,0
"677",14.456268,50.105427,17449000,3,126,0,1,0,1,1,1
"678",14.45246,50.006657,6725000,2,59,0,1,0,0,1,1
"679",14.309916,50.054657,8750000,3,91,0,1,0,1,1,1
"680",14.340703,50.089462,6500000,2,49,0,1,0,1,1,0
"681",14.442159,50.090694,7499000,2,45,0,1,0,1,1,0
"682",14.515314,50.108521,9200000,3,78,0,1,0,1,1,0
"683",14.482926,50.09903,4650000,2,42,0,1,0,1,1,1
"684",14.467189,50.085899,8990000,3,88,0,1,0,1,1,1
"685",14.462503,50.083286,10900000,4,106,0,1,0,1,1,1
"686",14.466975,50.085884,16800000,4,124,0,1,0,1,1,1
"687",14.482926,50.09903,4050000,2,36,0,1,0,1,1,1
"688",14.42139,50.091774,19900000,3,129,1,0,0,1,1,0
"689",14.467586,50.086086,5300000,1,43,0,1,0,1,1,1
"690",14.405745,50.087471,13500000,2,50,0,1,0,0,1,0
"691",14.469786,50.085636,13500000,4,126,0,1,0,1,1,1
"692",14.502152,50.093185,9000000,3,86,0,1,0,1,1,1
"693",14.48152,50.097828,4250000,2,38,0,1,0,1,1,1
"694",14.441913,50.085373,13500000,4,123,0,1,0,0,1,0
"695",14.490779,50.087437,11490000,3,103,0,1,0,1,1,0
"696",14.569643,50.04171,3990000,1,31,0,1,0,1,1,1
"697",14.482926,50.09903,4950000,2,41,0,1,0,0,1,1
"698",14.469324,50.08601,19950000,4,163,0,1,0,1,1,0
"699",14.434141,50.083549,4150000,2,36,0,1,0,0,1,1
"700",14.46677,50.084301,7000000,2,61,0,1,0,1,1,0
"701",14.447208,50.080078,10900000,2,65,0,1,0,1,1,0
"702",14.503298,50.030128,9950000,3,98,0,1,0,1,1,0
"703",14.392035,50.112461,14000000,4,89,0,1,0,1,1,0
"704",14.404497,50.081902,15000000,3,83,0,1,0,0,1,0
"705",14.469324,50.08601,5350000,1,50,0,1,0,0,1,0
"706",14.4102,50.021442,6540000,2,69,0,1,0,1,1,1
"707",14.444815,50.078415,7490000,2,49,0,1,0,0,1,0
"708",14.485734,50.084793,3900000,1,39,0,1,0,1,1,1
"709",14.515146,50.112896,3850000,1,34,0,1,0,1,1,1
"710",14.427281,50.043282,8500000,3,83,0,1,0,0,1,0
"711",14.498112,50.111057,3550000,1,32,0,1,0,0,1,0
"712",14.37095,50.083488,4690000,2,35,0,1,0,0,1,0
"713",14.515314,50.108521,9840000,3,93,0,1,0,1,1,0
"714",14.516731,50.01123,7200000,4,121,0,0,0,1,1,1
"715",14.502928,50.12735,5700000,2,74,0,1,0,1,1,0
"716",14.374803,50.081306,29990000,5,222,0,1,0,1,1,1
"717",14.416487,50.088184,23551000,3,115,0,1,0,1,1,0
"718",14.344401,50.051041,8200000,3,83,0,1,0,1,1,0
"719",14.426717,50.059952,4990000,3,59,0,0,0,0,1,0
"720",14.336362,50.046448,5900000,3,72,0,1,1,0,1,0
"721",14.486174,50.036789,3830000,2,44,0,1,1,0,1,0
"722",14.470336,50.071136,2950000,1,20,0,1,0,0,1,0
"723",14.345484,50.05085,10600000,3,104,0,1,0,1,1,0
"724",14.552428,50.069103,3294200,1,28,0,1,0,1,1,1
"725",14.449485,50.095844,9750000,3,75,0,1,0,0,1,1
"726",14.30344,50.047245,6490000,2,49,0,1,0,1,1,1
"727",14.377194,50.058586,5145000,2,68,0,1,0,0,1,0
"728",14.392222,50.099682,7900000,3,86,0,1,0,1,1,0
"729",14.385787,50.108402,5690000,3,61,0,0,0,0,1,0
"730",14.437592,50.069187,3328000,1,25,0,1,1,0,1,0
"731",14.357143,50.097645,4390000,2,46,0,0,0,0,1,0
"732",14.449308,50.067078,2090000,2,42,0,1,0,0,1,0
"733",14.492317,50.090218,5950000,2,72,0,1,0,1,1,0
"734",14.449989,50.02972,5590000,4,93,0,1,1,0,1,0
"735",14.384555,50.100746,5990000,3,56,0,1,0,0,1,0
"736",14.392486,50.116108,5190000,2,48,0,1,0,0,1,0
"737",14.330991,50.075783,6950000,2,66,1,1,0,1,1,1
"738",14.5616,50.102318,3799000,2,37,0,1,0,1,1,1
"739",14.448237,50.040958,3900000,2,45,0,1,0,0,1,0
"740",14.431992,50.037968,5910000,5,102,0,0,1,0,1,0
"741",14.511159,50.069016,3750000,2,40,0,1,1,0,1,0
"742",14.484937,50.037342,3570000,2,43,0,1,1,0,1,0
"743",14.513785,50.054707,5500000,4,75,0,0,1,0,1,0
"744",14.530725,50.031467,3400000,2,56,0,1,1,0,1,0
"745",14.452468,50.064507,7554000,3,90,0,1,0,1,1,1
"746",14.508176,50.109493,6590000,2,85,1,1,0,0,1,0
"747",14.45246,50.006657,5499000,4,75,0,0,1,0,1,0
"748",14.4971,50.109287,4900000,2,47,0,1,1,0,1,0
"749",14.349612,50.095047,16900000,4,177,0,1,0,0,1,1
"750",14.45398,50.076855,6490000,2,52,0,1,0,0,1,0
"751",14.515314,50.108521,9840000,3,93,0,1,0,1,1,0
"752",14.563004,50.106602,5000000,3,61,0,0,1,0,1,0
"753",14.471739,50.121098,4900000,2,61,0,1,0,0,1,1
"754",14.421434,50.126694,4500000,4,67,0,0,1,0,1,0
"755",14.482405,50.088348,6350000,2,69,0,1,0,0,1,1
"756",14.487338,50.133186,4390000,2,50,0,1,1,0,1,0
"757",14.401994,50.098545,18500000,5,202,1,1,0,1,1,0
"758",14.421576,50.102341,17800000,5,160,0,0,0,1,1,0
"759",14.369099,50.087368,17366109,4,155,0,1,0,1,1,1
"760",14.344575,50.070782,7500000,2,60,0,1,0,0,1,1
"761",14.493325,50.093983,6500000,4,82,0,0,0,0,1,0
"762",14.416514,50.076668,10990000,4,66,0,0,0,0,1,0
"763",14.415172,50.005089,9990000,4,91,0,1,0,1,1,1
"764",14.45358,50.095364,19990000,3,133,0,1,0,1,1,0
"765",14.439492,50.070747,8399000,2,56,0,1,0,0,1,0
"766",14.488162,50.104839,10800000,3,95,0,1,0,1,1,1
"767",14.528552,50.101738,4790000,3,43,0,0,0,0,1,0
"768",14.376642,50.03392,3999999,3,45,0,0,1,0,1,0
"769",14.362894,50.03112,5950000,2,60,0,1,0,1,1,0
"770",14.487187,50.090145,6350000,2,52,0,1,0,1,1,1
"771",14.460425,50.07922,5190000,3,55,0,0,0,1,1,0
"772",14.348846,50.07111,5490000,5,76,0,0,1,0,1,0
"773",14.545517,50.106293,6750000,3,72,0,1,0,1,1,1
"774",14.467196,50.084564,7600000,2,130,0,1,0,0,1,0
"775",14.456301,50.078381,7210000,3,66,0,0,0,0,1,0
"776",14.406107,50.07473,10950000,4,100,0,0,0,0,1,0
"777",14.452453,50.08054,8100000,3,76,0,0,0,0,1,0
"778",14.460925,50.052631,4790000,2,55,0,1,0,0,1,0
"779",14.469955,50.088615,16990000,5,169,0,0,0,0,1,0
"780",14.430422,50.092091,10999000,4,80,0,1,0,0,1,0
"781",14.376697,50.065464,12997000,4,109,0,1,0,1,1,1
"782",14.367316,50.094231,9548472,2,55,0,1,0,0,1,1
"783",14.367109,50.061111,9960000,3,92,0,1,0,1,1,0
"784",14.367316,50.094231,8737765,2,55,0,1,0,0,1,1
"785",14.39686,50.086956,10500000,3,160,0,1,0,0,1,0
"786",14.438253,50.068569,3360000,1,26,0,1,0,0,1,0
"787",14.427281,50.043282,20500000,3,130,0,1,0,1,1,1
"788",14.424202,50.062893,14560000,3,97,0,1,0,0,1,0
"789",14.367109,50.061111,9899000,3,86,0,1,0,1,1,0
"790",14.442305,50.057476,4870000,1,61,0,1,0,1,1,0
"791",14.434107,50.070671,18500000,3,122,0,1,0,1,1,0
"792",14.467189,50.085899,9590000,3,105,0,0,0,1,1,1
"793",14.442305,50.057476,4750000,2,44,0,1,0,0,1,0
"794",14.466757,50.019783,8300000,4,95,0,1,0,1,1,0
"795",14.413791,50.081665,79000000,5,235,0,1,0,0,1,1
"796",14.427513,50.052135,12890000,2,71,0,1,0,1,1,1
"797",14.41445,50.08305,19880000,5,110,0,1,0,0,1,0
"798",14.437377,50.04858,22300000,3,112,0,1,0,1,1,1
"799",14.45358,50.095364,17750000,3,157,0,1,0,1,1,1
"800",14.367109,50.061111,12484000,4,106,0,1,0,0,1,0
"801",14.445961,50.079819,16980000,4,115,0,1,0,0,1,0
"802",14.472673,50.046196,5500000,4,62,0,0,0,0,1,0
"803",14.416225,50.044086,9900000,2,69,0,1,0,1,1,1
"804",14.416225,50.044086,17490000,4,112,0,1,0,1,1,1
"805",14.416225,50.044086,17750000,3,104,0,1,0,1,1,1
"806",14.416225,50.044086,11400000,2,67,0,1,0,1,1,1
"807",14.4084,50.02029,11350000,4,108,0,1,0,1,1,1
"808",14.4084,50.02029,8700000,3,86,0,1,0,0,1,1
"809",14.4084,50.02029,9150000,3,86,0,1,0,0,1,1
"810",14.448022,50.05941,3770000,3,37,0,0,0,0,1,0
"811",14.564003,50.115265,4990000,2,59,0,1,0,1,1,1
"812",14.439492,50.070747,6190000,1,35,0,1,0,0,1,0
"813",14.446855,50.063168,5040000,2,55,0,1,0,1,1,0
"814",14.374551,50.037491,11917450,5,91,0,0,1,1,1,0
"815",14.507881,50.039093,3990000,2,42,0,1,1,0,1,0
"816",14.473948,50.090332,4890000,2,46,0,1,0,0,1,0
"817",14.506878,50.109154,8198979,4,96,0,1,0,0,1,0
"818",14.506878,50.109154,7270614,2,79,0,1,0,1,1,1
"819",14.506878,50.109154,4946999,1,47,0,1,0,0,1,0
"820",14.506878,50.109154,11088924,3,112,0,1,0,1,1,1
"821",14.506717,50.109528,7151614,3,86,0,0,0,1,1,1
"822",14.51722,50.103283,4818700,2,52,0,1,0,1,1,0
"823",14.51722,50.103283,4371150,1,46,0,1,0,1,1,0
"824",14.45249,50.065887,7650000,3,89,0,1,0,0,1,0
"825",14.362659,50.028496,5690000,2,55,0,1,0,0,1,0
"826",14.508176,50.109493,6699000,2,89,0,1,0,0,1,0
"827",14.515314,50.108521,9200000,3,78,0,1,0,1,1,0
"828",14.499701,50.091976,19000000,4,165,0,1,0,1,1,1
"829",14.381268,50.036644,6590000,4,72,0,0,1,0,1,0
"830",14.52347,50.024731,5490000,4,76,0,0,1,0,1,0
"831",14.455982,50.079288,6350000,2,56,0,1,0,0,1,0
"832",14.508914,50.094986,9763000,3,76,0,1,0,1,1,1
"833",14.508914,50.094986,9261000,3,76,0,1,0,1,1,1
"834",14.508914,50.094986,7150000,2,53,0,1,0,1,1,1
"835",14.508914,50.094986,4696000,1,35,0,1,0,1,1,1
"836",14.429341,50.138462,6892556,3,86,0,1,0,1,1,1
"837",14.471737,50.111969,6499000,2,51,0,1,0,0,1,1
